nama,ips-now,ips-next
Taruna-48252,3.22,3.73
Taruna-48253,3.5,3.67
Taruna-48254,3.38,3.85
Taruna-48255,3.78,3.82
Taruna-48256,3.2,3.53
Taruna-48257,3.49,3.62
Taruna-48258,3.45,3.76
Taruna-48259,3.46,3.56
Taruna-48260,3.73,3.57
Taruna-48261,3.65,3.94
Taruna-48262,3.62,3.54
Taruna-48263,3.6,3.81
Taruna-48264,3.59,3.82
Taruna-48265,3.75,3.8
Taruna-48266,3.61,3.97
Taruna-48267,3.74,3.73
Taruna-48268,3.59,3.87
Taruna-48269,3.84,3.68
Taruna-48270,3.92,3.74
Taruna-48271,3.86,3.72
Taruna-48272,3.59,3.61
Taruna-48273,3.87,3.8
Taruna-48274,3.86,3.84
Taruna-48275,3.94,3.93
Taruna-48276,3.59,3.91
Taruna-48277,3.65,3.93
Taruna-48278,3.79,3.69
Taruna-48279,3.36,3.79
Taruna-48280,3.92,3.64
Taruna-48281,3.33,3.86
Taruna-48282,3.86,3.5
Taruna-48283,3.86,3.96
Taruna-48284,3.38,3.96
Taruna-48285,3.3,3.8
Taruna-48286,3.47,3.76
Taruna-48287,3.57,3.62
Taruna-48288,3.89,3.88
Taruna-48289,3.97,3.92
Taruna-48290,3.34,3.83
Taruna-48291,3.99,3.57
Taruna-48292,3.91,3.65
Taruna-48293,3.77,3.84
Taruna-48294,3.94,3.66
Taruna-48295,3.59,3.79
Taruna-48296,3.82,3.53
Taruna-48297,3.53,3.88
Taruna-48298,3.53,3.69
Taruna-48299,3.88,3.79
Taruna-48300,3.33,3.61
Taruna-48301,3.94,3.63
Taruna-48302,3.98,3.91
Taruna-48303,3.57,3.99
Taruna-48304,3.28,3.73
Taruna-48305,3.68,3.95
Taruna-48306,3.22,3.84
Taruna-48307,3.95,3.98
Taruna-48308,3.68,3.79
Taruna-48309,3.59,3.64
Taruna-48310,3.31,3.94
Taruna-48311,3.64,3.96
Taruna-48312,3.64,3.94
Taruna-48313,3.72,3.78
Taruna-48314,3.4,3.79
Taruna-48315,3.52,3.77
Taruna-48316,3.83,3.63
Taruna-48317,3.51,3.87
Taruna-48318,3.46,3.79
Taruna-48319,3.53,3.52
Taruna-48320,3.54,3.71
Taruna-48321,3.59,3.9
Taruna-48322,3.25,3.78
Taruna-48323,3.62,3.86
Taruna-48324,3.62,3.96
Taruna-48325,3.89,3.6
Taruna-48326,3.38,3.72
Taruna-48327,3.53,3.71
Taruna-48328,3.66,3.6
Taruna-48329,3.71,3.78
Taruna-48330,3.57,3.89
Taruna-48331,3.71,3.69
Taruna-48332,3.5,3.51
Taruna-48333,3.35,3.93
Taruna-48334,3.72,3.6
Taruna-48335,3.97,3.75
Taruna-48336,3.81,3.73
Taruna-48337,3.8,3.54
Taruna-48338,3.9,3.64
Taruna-48339,3.93,3.8
Taruna-48340,3.45,3.98
Taruna-48341,3.89,3.88
Taruna-48342,3.94,3.89
Taruna-48343,3.57,3.68
Taruna-48344,3.97,3.91
Taruna-48345,3.4,3.7
Taruna-48346,3.25,3.95
Taruna-48347,3.55,3.81
Taruna-48348,3.45,3.95
Taruna-48349,3.42,3.94
Taruna-48350,3.24,3.9
Taruna-48351,3.27,4.0
Taruna-48352,3.25,3.7
Taruna-48353,3.52,3.52
Taruna-48354,3.5,3.61
Taruna-48355,3.77,3.62
Taruna-48356,3.55,3.93
Taruna-48357,3.47,3.97
Taruna-48358,3.37,3.8
Taruna-48359,3.41,3.96
Taruna-48360,3.73,3.71
Taruna-48361,3.24,3.71
Taruna-48362,3.5,3.78
Taruna-48363,3.88,3.59
Taruna-48364,3.73,3.7
Taruna-48365,3.22,3.77
Taruna-48366,3.54,3.7
Taruna-48367,3.83,3.62
Taruna-48368,3.51,3.85
Taruna-48369,3.96,3.6
Taruna-48370,3.45,3.62
Taruna-48371,3.29,3.61
Taruna-48372,3.63,3.94
Taruna-48373,3.25,3.76
Taruna-48374,3.91,3.83
Taruna-48375,3.93,3.63
Taruna-48376,3.88,3.93
Taruna-48377,3.58,3.91
Taruna-48378,3.54,3.85
Taruna-48379,3.99,3.95
Taruna-48380,3.36,3.62
Taruna-48381,3.76,3.59
Taruna-48382,3.27,3.57
Taruna-48383,3.95,3.53
Taruna-48384,3.74,3.62
Taruna-48385,3.3,3.54
Taruna-48386,3.49,3.95
Taruna-48387,3.34,3.67
Taruna-48388,3.34,3.51
Taruna-48389,3.33,3.72
Taruna-48390,3.44,3.98
Taruna-48391,3.98,3.9
Taruna-48392,3.44,3.91
Taruna-48393,3.91,3.97
Taruna-48394,3.39,3.89
Taruna-48395,3.73,3.88
Taruna-48396,3.25,3.69
Taruna-48397,3.93,3.79
Taruna-48398,3.38,3.89
Taruna-48399,3.7,3.55
Taruna-48400,3.35,3.84
Taruna-48401,3.45,3.68
Taruna-48402,3.61,3.52
Taruna-48403,3.94,3.71
Taruna-48404,3.7,3.84
Taruna-48405,3.96,3.75
Taruna-48406,3.23,3.94
Taruna-48407,3.28,3.57
Taruna-48408,3.34,3.57
Taruna-48409,3.66,3.88
Taruna-48410,3.77,3.69
Taruna-48411,4.0,3.64
Taruna-48412,3.5,3.67
Taruna-48413,3.61,3.61
Taruna-48414,3.76,3.72
Taruna-48415,3.28,3.75
Taruna-48416,3.51,3.99
Taruna-48417,3.28,3.89
Taruna-48418,3.23,3.62
Taruna-48419,3.9,3.52
Taruna-48420,3.4,3.64
Taruna-48421,3.47,3.72
Taruna-48422,3.8,3.51
Taruna-48423,3.86,3.54
Taruna-48424,3.41,3.89
Taruna-48425,3.41,3.8
Taruna-48426,3.7,3.58
Taruna-48427,3.38,3.81
Taruna-48428,3.28,3.57
Taruna-48429,3.21,3.54
Taruna-48430,3.81,3.81
Taruna-48431,3.75,3.54
Taruna-48432,3.76,3.54
Taruna-48433,3.64,3.62
Taruna-48434,3.41,3.5
Taruna-48435,3.54,3.75
Taruna-48436,3.76,3.7
Taruna-48437,3.87,3.85
Taruna-48438,3.6,3.97
Taruna-48439,3.65,3.61
Taruna-48440,3.64,3.72
Taruna-48441,3.74,3.66
Taruna-48442,3.63,3.87
Taruna-48443,3.96,3.55
Taruna-48444,3.4,3.89
Taruna-48445,3.66,3.96
Taruna-48446,3.77,3.54
Taruna-48447,3.25,4.0
Taruna-48448,3.55,3.84
Taruna-48449,3.99,3.54
Taruna-48450,3.52,3.91
Taruna-48451,3.45,3.83
Taruna-48452,3.29,3.71
Taruna-48453,3.41,3.57
Taruna-48454,3.32,3.8
Taruna-48455,3.31,3.61
Taruna-48456,3.62,3.97
Taruna-48457,3.23,3.94
Taruna-48458,3.33,3.99
Taruna-48459,3.52,3.52
Taruna-48460,3.33,3.57
Taruna-48461,3.34,3.97
Taruna-48462,3.68,3.84
Taruna-48463,3.72,3.74
Taruna-48464,3.24,3.91
Taruna-48465,3.87,3.94
Taruna-48466,3.95,3.74
Taruna-48467,3.9,3.5
Taruna-48468,3.5,3.67
Taruna-48469,3.24,3.66
Taruna-48470,3.76,3.69
Taruna-48471,3.54,3.71
Taruna-48472,3.87,3.54
Taruna-48473,3.6,3.94
Taruna-48474,3.33,3.96
Taruna-48475,3.61,3.62
Taruna-48476,3.26,3.73
Taruna-48477,3.64,3.74
Taruna-48478,3.96,3.52
Taruna-48479,3.58,3.6
Taruna-48480,3.53,3.54
Taruna-48481,3.88,3.51
Taruna-48482,3.69,3.92
Taruna-48483,3.68,3.57
Taruna-48484,3.48,3.85
Taruna-48485,3.61,3.77
Taruna-48486,3.25,3.84
Taruna-48487,3.56,3.81
Taruna-48488,3.3,3.72
Taruna-48489,3.81,3.55
Taruna-48490,3.66,3.54
Taruna-48491,3.94,3.67
Taruna-48492,3.56,3.95
Taruna-48493,3.2,3.65
Taruna-48494,3.25,3.92
Taruna-48495,3.57,3.76
Taruna-48496,3.48,3.75
Taruna-48497,3.35,3.83
Taruna-48498,3.56,3.76
Taruna-48499,3.69,3.63
Taruna-48500,3.49,3.69
Taruna-48501,3.23,3.81
Taruna-48502,3.45,3.61
Taruna-48503,3.73,3.98
Taruna-48504,3.93,3.65
Taruna-48505,3.25,3.91
Taruna-48506,3.62,3.52
Taruna-48507,3.5,3.81
Taruna-48508,3.27,3.58
Taruna-48509,3.53,3.89
Taruna-48510,3.21,3.66
Taruna-48511,3.56,3.8
Taruna-48512,3.33,3.95
Taruna-48513,3.53,3.88
Taruna-48514,3.74,3.82
Taruna-48515,3.7,3.59
Taruna-48516,4.0,3.8
Taruna-48517,3.73,3.81
Taruna-48518,3.47,3.64
Taruna-48519,3.4,3.91
Taruna-48520,3.54,3.58
Taruna-48521,3.83,3.72
Taruna-48522,3.78,3.65
Taruna-48523,3.98,3.54
Taruna-48524,3.26,3.54
Taruna-48525,3.52,3.9
Taruna-48526,3.54,3.56
Taruna-48527,3.21,3.55
Taruna-48528,3.56,3.54
Taruna-48529,3.48,3.76
Taruna-48530,3.87,3.69
Taruna-48531,3.24,3.87
Taruna-48532,3.5,3.75
Taruna-48533,3.45,3.58
Taruna-48534,3.25,3.66
Taruna-48535,3.63,3.85
Taruna-48536,3.85,3.99
Taruna-48537,3.48,3.52
Taruna-48538,3.95,3.64
Taruna-48539,3.3,3.88
Taruna-48540,3.92,3.62
Taruna-48541,3.82,3.63
Taruna-48542,3.61,3.74
Taruna-48543,3.59,3.77
Taruna-48544,3.65,3.95
Taruna-48545,3.8,3.94
Taruna-48546,3.98,3.81
Taruna-48547,3.31,3.79
Taruna-48548,3.24,3.74
Taruna-48549,3.43,3.72
Taruna-48550,3.21,3.73
Taruna-48551,3.63,3.61
Taruna-48552,3.43,3.66
Taruna-48553,3.83,3.92
Taruna-48554,3.25,3.9
Taruna-48555,3.78,3.6
Taruna-48556,3.44,3.58
Taruna-48557,3.4,3.79
Taruna-48558,3.51,3.62
Taruna-48559,3.72,3.69
Taruna-48560,3.51,3.63
Taruna-48561,3.52,3.7
Taruna-48562,3.34,3.58
Taruna-48563,3.66,3.73
Taruna-48564,3.78,3.51
Taruna-48565,3.87,3.72
Taruna-48566,3.78,3.64
Taruna-48567,3.54,3.92
Taruna-48568,3.47,3.87
Taruna-48569,3.27,3.79
Taruna-48570,3.97,3.81
Taruna-48571,3.44,3.64
Taruna-48572,3.46,3.9
Taruna-48573,3.94,3.89
Taruna-48574,3.23,3.74
Taruna-48575,3.79,3.88
Taruna-48576,3.59,3.96
Taruna-48577,3.53,3.63
Taruna-48578,3.61,3.97
Taruna-48579,3.38,3.55
Taruna-48580,3.57,4.0
Taruna-48581,3.45,3.66
Taruna-48582,3.31,3.75
Taruna-48583,3.8,3.68
Taruna-48584,3.98,3.59
Taruna-48585,3.65,3.97
Taruna-48586,3.59,3.87
Taruna-48587,3.95,3.84
Taruna-48588,3.26,3.78
Taruna-48589,3.74,3.68
Taruna-48590,3.73,3.73
Taruna-48591,3.95,3.83
Taruna-48592,3.28,3.85
Taruna-48593,3.3,3.86
Taruna-48594,3.6,3.84
Taruna-48595,3.95,3.8
Taruna-48596,3.43,3.59
Taruna-48597,3.6,3.72
Taruna-48598,3.46,3.72
Taruna-48599,3.58,3.91
Taruna-48600,3.76,3.88
Taruna-48601,3.7,3.76
Taruna-48602,3.31,3.92
Taruna-48603,3.5,3.73
Taruna-48604,3.33,3.51
Taruna-48605,3.6,3.9
Taruna-48606,3.42,3.69
Taruna-48607,3.38,3.74
Taruna-48608,3.52,3.81
Taruna-48609,3.5,3.85
Taruna-48610,3.99,3.67
Taruna-48611,3.36,3.88
Taruna-48612,3.98,3.67
Taruna-48613,3.39,3.61
Taruna-48614,3.68,3.63
Taruna-48615,3.33,3.78
Taruna-48616,3.41,3.73
Taruna-48617,3.86,3.67
Taruna-48618,3.92,3.59
Taruna-48619,3.21,3.54
Taruna-48620,3.71,4.0
Taruna-48621,3.66,3.75
Taruna-48622,3.42,3.69
Taruna-48623,3.74,3.69
Taruna-48624,3.75,3.55
Taruna-48625,3.9,3.86
Taruna-48626,3.39,3.92
Taruna-48627,3.28,3.72
Taruna-48628,3.8,3.91
Taruna-48629,3.73,3.96
Taruna-48630,3.26,3.51
Taruna-48631,3.95,3.81
Taruna-48632,3.32,3.9
Taruna-48633,3.58,3.93
Taruna-48634,3.95,3.79
Taruna-48635,3.45,3.79
Taruna-48636,3.52,3.91
Taruna-48637,3.33,3.62
Taruna-48638,3.75,3.63
Taruna-48639,3.32,3.78
Taruna-48640,3.88,3.61
Taruna-48641,3.94,3.94
Taruna-48642,3.22,3.67
Taruna-48643,3.66,3.77
Taruna-48644,3.95,3.89
Taruna-48645,3.65,3.72
Taruna-48646,3.92,3.85
Taruna-48647,3.83,3.64
Taruna-48648,3.64,3.74
Taruna-48649,3.51,3.84
Taruna-48650,3.29,3.83
Taruna-48651,3.73,3.56
Taruna-48652,3.25,3.73
Taruna-48653,3.55,3.55
Taruna-48654,3.92,4.0
Taruna-48655,3.25,3.82
Taruna-48656,3.95,3.9
Taruna-48657,3.72,3.51
Taruna-48658,3.53,3.53
Taruna-48659,3.31,3.83
Taruna-48660,3.23,3.72
Taruna-48661,3.94,3.82
Taruna-48662,3.93,3.77
Taruna-48663,3.71,3.77
Taruna-48664,3.65,3.67
Taruna-48665,3.86,3.57
Taruna-48666,3.58,3.56
Taruna-48667,3.53,3.98
Taruna-48668,3.77,4.0
Taruna-48669,3.55,3.68
Taruna-48670,3.99,3.7
Taruna-48671,3.96,3.61
Taruna-48672,3.76,3.52
Taruna-48673,3.63,3.69
Taruna-48674,3.93,3.59
Taruna-48675,3.59,3.65
Taruna-48676,3.43,3.89
Taruna-48677,3.86,3.68
Taruna-48678,3.22,3.74
Taruna-48679,3.36,3.77
Taruna-48680,3.93,3.51
Taruna-48681,3.4,3.56
Taruna-48682,3.83,3.6
Taruna-48683,3.95,4.0
Taruna-48684,3.91,3.69
Taruna-48685,3.76,3.85
Taruna-48686,3.59,3.74
Taruna-48687,3.2,3.54
Taruna-48688,3.38,3.56
Taruna-48689,3.9,3.92
Taruna-48690,3.72,3.62
Taruna-48691,3.94,3.84
Taruna-48692,3.57,3.5
Taruna-48693,3.41,3.73
Taruna-48694,3.31,3.79
Taruna-48695,3.77,3.54
Taruna-48696,3.93,3.54
Taruna-48697,3.42,3.62
Taruna-48698,3.66,3.85
Taruna-48699,3.25,3.9
Taruna-48700,3.82,3.56
Taruna-48701,3.85,3.68
Taruna-48702,3.79,3.74
Taruna-48703,3.9,3.73
Taruna-48704,3.48,3.73
Taruna-48705,3.92,3.9
Taruna-48706,3.84,3.8
Taruna-48707,3.23,3.79
Taruna-48708,3.58,3.52
Taruna-48709,3.23,3.84
Taruna-48710,3.4,3.54
Taruna-48711,3.37,3.91
Taruna-48712,3.82,3.86
Taruna-48713,3.6,3.97
Taruna-48714,3.86,3.69
Taruna-48715,3.22,3.72
Taruna-48716,3.42,3.51
Taruna-48717,3.91,3.93
Taruna-48718,3.27,3.91
Taruna-48719,3.59,3.97
Taruna-48720,3.25,3.52
Taruna-48721,3.38,3.66
Taruna-48722,3.56,3.67
Taruna-48723,3.51,3.75
Taruna-48724,3.96,3.52
Taruna-48725,3.51,3.56
Taruna-48726,3.7,3.83
Taruna-48727,3.72,3.71
Taruna-48728,3.59,3.9
Taruna-48729,3.71,3.97
Taruna-48730,3.66,3.99
Taruna-48731,3.99,3.99
Taruna-48732,3.55,3.8
Taruna-48733,3.97,3.5
Taruna-48734,3.52,3.85
Taruna-48735,3.84,3.9
Taruna-48736,3.9,3.83
Taruna-48737,3.24,3.87
Taruna-48738,3.47,3.91
Taruna-48739,3.86,3.57
Taruna-48740,3.98,3.74
Taruna-48741,3.9,3.74
Taruna-48742,3.3,3.89
Taruna-48743,3.83,3.86
Taruna-48744,3.73,3.76
Taruna-48745,3.84,3.95
Taruna-48746,3.51,3.79
Taruna-48747,3.53,3.81
Taruna-48748,3.32,3.92
Taruna-48749,3.59,3.83
Taruna-48750,3.57,3.77
Taruna-48751,3.66,3.78
Taruna-48752,3.37,3.54
Taruna-48753,3.61,3.54
Taruna-48754,3.56,3.73
Taruna-48755,3.63,3.72
Taruna-48756,3.24,3.96
Taruna-48757,3.42,3.73
Taruna-48758,3.84,3.59
Taruna-48759,3.95,3.52
Taruna-48760,3.73,3.82
Taruna-48761,3.58,3.64
Taruna-48762,3.46,3.99
Taruna-48763,3.45,3.91
Taruna-48764,3.67,3.62
Taruna-48765,3.94,3.52
Taruna-48766,3.57,3.55
Taruna-48767,3.27,3.75
Taruna-48768,3.39,3.89
Taruna-48769,3.99,3.76
Taruna-48770,3.81,3.91
Taruna-48771,3.4,3.99
Taruna-48772,3.27,3.57
Taruna-48773,3.46,3.59
Taruna-48774,3.25,3.59
Taruna-48775,3.75,3.87
Taruna-48776,3.68,3.68
Taruna-48777,3.89,3.51
Taruna-48778,3.52,3.79
Taruna-48779,3.77,3.55
Taruna-48780,3.96,3.9
Taruna-48781,3.66,3.91
Taruna-48782,3.56,3.93
Taruna-48783,3.86,3.63
Taruna-48784,3.38,3.92
Taruna-48785,3.38,3.55
Taruna-48786,3.25,3.53
Taruna-48787,3.66,3.96
Taruna-48788,3.35,3.72
Taruna-48789,3.89,3.6
Taruna-48790,3.48,3.56
Taruna-48791,3.64,3.62
Taruna-48792,3.82,3.79
Taruna-48793,3.66,3.85
Taruna-48794,3.34,3.92
Taruna-48795,3.81,4.0
Taruna-48796,3.68,3.67
Taruna-48797,3.84,3.95
Taruna-48798,3.76,3.77
Taruna-48799,3.83,3.55
Taruna-48800,3.58,3.51
Taruna-48801,3.45,3.82
Taruna-48802,3.4,3.94
Taruna-48803,3.57,3.52
Taruna-48804,3.28,3.93
Taruna-48805,3.51,3.82
Taruna-48806,3.61,3.63
Taruna-48807,3.7,3.66
Taruna-48808,3.95,3.77
Taruna-48809,3.46,3.59
Taruna-48810,3.7,3.66
Taruna-48811,3.51,3.97
Taruna-48812,3.99,3.92
Taruna-48813,3.24,3.95
Taruna-48814,3.38,3.66
Taruna-48815,3.46,3.77
Taruna-48816,3.78,3.85
Taruna-48817,3.51,3.55
Taruna-48818,3.56,3.65
Taruna-48819,3.4,3.6
Taruna-48820,3.61,3.5
Taruna-48821,3.6,3.97
Taruna-48822,3.6,3.76
Taruna-48823,3.59,3.59
Taruna-48824,3.44,3.86
Taruna-48825,3.95,3.86
Taruna-48826,3.21,3.56
Taruna-48827,3.35,3.6
Taruna-48828,3.53,3.51
Taruna-48829,3.87,3.94
Taruna-48830,3.85,3.6
Taruna-48831,3.72,3.79
Taruna-48832,3.25,3.86
Taruna-48833,3.99,3.76
Taruna-48834,3.58,3.77
Taruna-48835,3.25,3.92
Taruna-48836,3.94,3.76
Taruna-48837,3.59,3.59
Taruna-48838,3.65,3.55
Taruna-48839,3.82,3.97
Taruna-48840,3.37,3.94
Taruna-48841,3.22,3.82
Taruna-48842,3.7,3.68
Taruna-48843,3.61,3.65
Taruna-48844,3.51,3.66
Taruna-48845,3.65,3.64
Taruna-48846,3.35,3.85
Taruna-48847,3.8,3.51
Taruna-48848,3.57,3.77
Taruna-48849,3.63,3.58
Taruna-48850,3.45,3.53
Taruna-48851,3.79,3.88
Taruna-48852,3.42,3.7
Taruna-48853,3.47,3.76
Taruna-48854,3.44,3.54
Taruna-48855,3.62,3.74
Taruna-48856,3.21,3.68
Taruna-48857,3.89,3.79
Taruna-48858,3.22,3.54
Taruna-48859,3.46,3.73
Taruna-48860,3.26,3.63
Taruna-48861,3.28,3.87
Taruna-48862,3.39,3.7
Taruna-48863,3.79,3.74
Taruna-48864,3.6,3.86
Taruna-48865,3.33,3.94
Taruna-48866,3.48,3.6
Taruna-48867,3.73,3.78
Taruna-48868,3.92,3.76
Taruna-48869,3.2,3.61
Taruna-48870,3.2,3.7
Taruna-48871,3.23,3.63
Taruna-48872,3.28,3.78
Taruna-48873,3.37,3.57
Taruna-48874,3.98,3.64
Taruna-48875,3.45,3.65
Taruna-48876,3.45,3.9
Taruna-48877,3.55,3.76
Taruna-48878,3.22,3.6
Taruna-48879,3.43,3.82
Taruna-48880,3.35,3.65
Taruna-48881,3.72,3.8
Taruna-48882,3.34,3.71
Taruna-48883,3.61,3.55
Taruna-48884,3.8,3.96
Taruna-48885,3.46,3.92
Taruna-48886,3.66,3.97
Taruna-48887,3.9,3.64
Taruna-48888,3.4,3.95
Taruna-48889,3.95,3.85
Taruna-48890,3.93,3.66
Taruna-48891,3.29,3.79
Taruna-48892,3.74,3.83
Taruna-48893,3.65,3.74
Taruna-48894,3.39,3.78
Taruna-48895,3.87,3.82
Taruna-48896,3.45,3.72
Taruna-48897,3.35,3.66
Taruna-48898,3.24,3.6
Taruna-48899,3.24,3.55
Taruna-48900,3.21,3.92
Taruna-48901,3.94,3.81
Taruna-48902,3.88,3.76
Taruna-48903,3.59,3.68
Taruna-48904,3.52,3.61
Taruna-48905,3.92,3.56
Taruna-48906,3.76,3.81
Taruna-48907,3.25,3.68
Taruna-48908,3.57,3.97
Taruna-48909,3.87,3.92
Taruna-48910,4.0,3.59
Taruna-48911,3.85,3.5
Taruna-48912,3.87,3.76
Taruna-48913,3.41,3.54
Taruna-48914,3.67,3.94
Taruna-48915,3.73,3.54
Taruna-48916,3.26,3.6
Taruna-48917,3.64,3.51
Taruna-48918,3.83,3.9
Taruna-48919,3.87,3.58
Taruna-48920,3.31,3.72
Taruna-48921,3.7,3.76
Taruna-48922,3.52,3.82
Taruna-48923,3.7,3.94
Taruna-48924,3.73,3.83
Taruna-48925,3.87,3.69
Taruna-48926,3.33,3.6
Taruna-48927,3.62,3.91
Taruna-48928,3.71,3.75
Taruna-48929,3.36,3.79
Taruna-48930,4.0,3.8
Taruna-48931,3.89,3.9
Taruna-48932,3.58,3.58
Taruna-48933,3.82,3.56
Taruna-48934,3.75,3.96
Taruna-48935,3.59,3.73
Taruna-48936,3.9,3.52
Taruna-48937,3.52,3.87
Taruna-48938,3.48,3.92
Taruna-48939,3.5,3.65
Taruna-48940,3.46,3.69
Taruna-48941,3.23,3.84
Taruna-48942,3.45,3.56
Taruna-48943,3.26,3.64
Taruna-48944,3.27,3.58
Taruna-48945,3.99,3.66
Taruna-48946,3.68,3.92
Taruna-48947,3.26,3.92
Taruna-48948,4.0,3.87
Taruna-48949,3.51,3.88
Taruna-48950,3.36,3.82
Taruna-48951,3.65,3.63
Taruna-48952,3.9,3.92
Taruna-48953,3.6,3.98
Taruna-48954,3.84,3.93
Taruna-48955,3.24,3.62
Taruna-48956,3.77,3.66
Taruna-48957,3.84,3.69
Taruna-48958,3.85,3.77
Taruna-48959,3.68,3.86
Taruna-48960,3.62,3.87
Taruna-48961,3.75,3.88
Taruna-48962,3.68,3.65
Taruna-48963,3.52,3.61
Taruna-48964,3.93,3.81
Taruna-48965,3.82,3.55
Taruna-48966,3.56,3.83
Taruna-48967,3.22,3.79
Taruna-48968,3.36,3.86
Taruna-48969,3.39,3.97
Taruna-48970,3.44,3.65
Taruna-48971,3.96,3.62
Taruna-48972,3.79,3.65
Taruna-48973,3.67,3.62
Taruna-48974,3.43,3.88
Taruna-48975,3.91,3.73
Taruna-48976,3.38,3.77
Taruna-48977,3.38,3.88
Taruna-48978,3.78,3.56
Taruna-48979,3.59,3.7
Taruna-48980,3.46,3.52
Taruna-48981,3.78,3.94
Taruna-48982,3.83,3.56
Taruna-48983,3.75,3.84
Taruna-48984,3.91,3.78
Taruna-48985,3.34,3.93
Taruna-48986,3.46,3.84
Taruna-48987,3.59,3.58
Taruna-48988,3.57,3.58
Taruna-48989,3.24,3.82
Taruna-48990,3.62,3.86
Taruna-48991,3.99,3.87
Taruna-48992,3.6,3.76
Taruna-48993,3.38,3.96
Taruna-48994,3.52,3.94
Taruna-48995,3.97,3.77
Taruna-48996,3.64,3.99
Taruna-48997,3.95,3.74
Taruna-48998,3.28,3.79
Taruna-48999,3.82,3.6
Taruna-49000,3.7,3.56
Taruna-49001,3.57,3.78
Taruna-49002,3.77,3.96
Taruna-49003,3.81,3.68
Taruna-49004,3.35,3.75
Taruna-49005,3.6,3.55
Taruna-49006,3.67,3.89
Taruna-49007,3.57,3.89
Taruna-49008,3.58,3.66
Taruna-49009,3.34,3.74
Taruna-49010,3.9,3.61
Taruna-49011,3.39,3.52
Taruna-49012,3.67,3.6
Taruna-49013,3.61,3.75
Taruna-49014,3.73,3.59
Taruna-49015,3.33,3.61
Taruna-49016,3.71,3.58
Taruna-49017,3.72,3.52
Taruna-49018,3.41,3.8
Taruna-49019,3.47,3.68
Taruna-49020,3.68,3.51
Taruna-49021,3.58,3.81
Taruna-49022,3.6,3.79
Taruna-49023,3.36,3.89
Taruna-49024,3.25,3.58
Taruna-49025,3.9,3.63
Taruna-49026,3.99,3.88
Taruna-49027,3.53,3.88
Taruna-49028,3.97,3.94
Taruna-49029,3.56,3.94
Taruna-49030,3.4,3.76
Taruna-49031,3.37,3.83
Taruna-49032,3.98,3.73
Taruna-49033,3.4,3.72
Taruna-49034,3.53,3.95
Taruna-49035,3.47,3.79
Taruna-49036,3.73,3.89
Taruna-49037,3.9,3.64
Taruna-49038,3.32,3.87
Taruna-49039,3.94,3.56
Taruna-49040,3.75,3.85
Taruna-49041,3.31,3.73
Taruna-49042,3.35,3.61
Taruna-49043,3.65,3.73
Taruna-49044,3.43,3.55
Taruna-49045,3.87,3.55
Taruna-49046,3.21,3.84
Taruna-49047,3.6,3.89
Taruna-49048,3.35,4.0
Taruna-49049,3.24,3.72
Taruna-49050,3.74,3.59
Taruna-49051,3.25,3.56
Taruna-49052,3.75,3.8
Taruna-49053,3.28,3.74
Taruna-49054,3.5,3.96
Taruna-49055,3.89,3.76
Taruna-49056,3.41,3.74
Taruna-49057,3.96,3.73
Taruna-49058,3.91,3.56
Taruna-49059,3.5,4.0
Taruna-49060,3.64,3.9
Taruna-49061,3.5,3.87
Taruna-49062,3.3,3.94
Taruna-49063,3.85,3.71
Taruna-49064,3.67,3.94
Taruna-49065,3.66,3.93
Taruna-49066,3.97,3.85
Taruna-49067,3.75,3.66
Taruna-49068,3.71,3.75
Taruna-49069,3.62,3.5
Taruna-49070,3.48,3.73
Taruna-49071,3.53,3.64
Taruna-49072,3.48,3.62
Taruna-49073,3.61,3.76
Taruna-49074,3.3,3.94
Taruna-49075,3.34,3.97
Taruna-49076,3.78,3.85
Taruna-49077,3.89,3.98
Taruna-49078,3.58,3.82
Taruna-49079,3.26,3.91
Taruna-49080,3.93,3.67
Taruna-49081,3.4,3.84
Taruna-49082,3.74,3.81
Taruna-49083,3.9,3.58
Taruna-49084,3.43,3.54
Taruna-49085,3.5,3.93
Taruna-49086,3.62,3.89
Taruna-49087,3.87,3.78
Taruna-49088,3.3,3.54
Taruna-49089,3.37,3.55
Taruna-49090,3.23,3.75
Taruna-49091,3.3,3.76
Taruna-49092,3.72,3.63
Taruna-49093,3.8,3.64
Taruna-49094,3.47,3.51
Taruna-49095,3.68,3.68
Taruna-49096,3.36,3.78
Taruna-49097,3.69,3.55
Taruna-49098,3.64,3.69
Taruna-49099,3.27,3.61
Taruna-49100,3.43,3.57
Taruna-49101,3.59,3.78
Taruna-49102,3.25,3.97
Taruna-49103,3.42,3.74
Taruna-49104,3.74,3.66
Taruna-49105,3.55,3.55
Taruna-49106,3.91,3.89
Taruna-49107,3.69,3.58
Taruna-49108,3.26,3.7
Taruna-49109,3.21,3.86
Taruna-49110,3.23,3.8
Taruna-49111,3.61,3.7
Taruna-49112,3.56,3.98
Taruna-49113,3.47,3.76
Taruna-49114,3.37,3.89
Taruna-49115,3.92,3.96
Taruna-49116,3.74,3.83
Taruna-49117,3.67,3.87
Taruna-49118,3.67,3.85
Taruna-49119,3.56,3.76
Taruna-49120,3.69,3.5
Taruna-49121,3.8,3.82
Taruna-49122,3.79,3.76
Taruna-49123,3.41,3.93
Taruna-49124,3.21,3.52
Taruna-49125,3.92,4.0
